"Komponente Nr.","Gerätename","Systemname","Service-Name","Service-Typ","Service-Klasse","Komponentenklasse","VMs","CPU","RAM (MB)","Storage (GB)"
"K-00002915","GEUVW7-01","BEV System","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00002916","GEUVW7-03","BEV System","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00002917","GEUVW7-04","Bernhard Pfeiffer ","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00002918","GEUVW7-05","BEV System","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00002919","GEUVW7-09","BEV System","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00002921","GEUVW7-21","BEV System","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00002922","GEUVW7-22","BEV System","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00002926","GEUVW7-27","","","","","Server","0","0","0","0"
"K-00002931","GEUVW7-33","","","","","Server","0","0","0","0"
"K-00002923","GEUVW7-23","ex Strobl Peter","","","","Server","0","0","0","0"
"RZ1-LDC-01(02)","","","","","","Server","0","0","0","0"
"RZ1-NBU-01","","","","","","Server","0","0","0","0"
"RZ1-MED-02","","","","","","Server","0","0","0","0"
"RZ1-MED-01","","","","","","Server","0","0","0","0"
"RZ2-MED-02","","","","","","Server","0","0","0","0"
"RZ2-MED-01","","","","","","Server","0","0","0","0"
"RZ1-NBU-01-OLD","","","","","","Server","0","0","0","0"
"RZ2-NBU-01","","","","","","Server","0","0","0","0"
"RZ2-SEA-04","","Lager Präs/3 Präs/5","","","","Server","0","0","0","0"
"RZ2-SEA-03","","Lager Präs/3 Präs/5","","","","Server","0","0","0","0"
"RZ1-SEA-04","","Lager Präs/3 Präs/5","","","","Server","0","0","0","0"
"RZ1-SEA-03","","Lager Präs/3 Präs/5","","","","Server","0","0","0","0"
"K-00002992","RZV-BEUVXP-01","","","","","Server","0","0","0","0"
"K-00000313","RZV-GEUXPE-10","BEV System","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00000315","RZV-GEUXPE-08","BEV System","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00000312","RZV-GEUXPE-15","ORD-00021729 Vlasich","","","","Server","0","0","0","0"
"K-00000314","RZV-GEUXPE-09","02509 Nirnberger","","","","Server","0","0","0","0"
"K-00003118","","","","","","Server","0","0","0","0"
"K-00002856","","","","","","Server","0","0","0","0"
"K-00003045","","","","","","Server","0","0","0","0"
"K-00002244","MS-CZC922CS2M","E422 - Temperatur, Wärmemenge (1.OG-304)","","","","FAT Client","0","0","0","0"
"K-00002264","MS-CZC922CS2H","E422 - Temperatur, Wärmemenge (1.OG-304)","","","","FAT Client","0","0","0","0"
"MS-S4U33109","","","","","","FAT Client","0","0","0","0"
"K-00002630","MS-X2130022472","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002640","MS-X2130022430","E231 - Länge, Fläche, Winkel, Fotometrie (HP-313)","","","","FAT Client","0","0","0","0"
"K-00002627","MS-X2130022477","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002634","MS-X2130022467","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002633","MS-X2130022468","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002639","MS-X2130022433","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002637","MS-X2130022458","E212 - Druck, Kraft, Härte (KG-311a)","","","","FAT Client","0","0","0","0"
"K-00002632","MS-X2130022469","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002635","MS-X2130022462","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002636","MS-X2130022461","Milota Petra","","","","FAT Client","0","0","0","0"
"K-00002631","MS-X2130022470","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002655","MS-X2130021694","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002661","MS-X2130021673","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002638","MS-X2130022457","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002629","MS-X2130022473","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002660","MS-X2130021676","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002644","MS-X2130022425","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002580","MS-X2130021672","E212 - Druck, Kraft, Härte (HP-304)","","","","FAT Client","0","0","0","0"
"K-00002654","MS-X2130021696","E112 - Elektrische Energie (1.OG-311)","","","","FAT Client","0","0","0","0"
"K-00002652","MS-X2130021930","Labor 3 Radioaktivität – Normale-Labor (CM3-59)","","","","FAT Client","0","0","0","0"
"K-00002342","MN-PF3ENLQC","Göbel Markus","","","","Laptop","0","0","0","0"
"K-00002343","MN-PF3EP6LZ","DevOpsE Lager (1.OG-017)","","","","Laptop","0","0","0","0"
"K-00002345","MN-PF3EPMV0","Labor 4 Radioaktivität – Gamma-Labor (CM3-58)","","","","Laptop","0","0","0","0"
"K-00002344","MN-PF3EPFLZ","Santos-da-Costa Joao-Pedro","","","","Laptop","0","0","0","0"
"K-00002346","MN-PF3F2MHN","DevOpsE Lager (1.OG-017)","","","","Laptop","0","0","0","0"
"K-00002626","MS-X2530093627","Labor 4 Radioaktivität – Gamma-Labor (CM3-58)","","","","FAT Client","0","0","0","0"
"K-00002625","MS-X2530093634","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00000410","MN-GS2WH34","Tiefenböck Wilhelm","","","","Laptop","0","0","0","0"
"K-00002608","MS-009425JY9","E211 - Masse, Gehaltsermittlung, Dichte (KG-313)","","","","FAT Client","0","0","0","0"
"K-00002617","MS-X3290065234","E233 - Frequenz, Zeit (HP-312)","","","","FAT Client","0","0","0","0"
"K-00002614","MS-X3290066803","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002624","MS-X3290065144","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002616","MS-X3290065235","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002619","MS-X3290065226","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002623","MS-X3290065212","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002618","MS-X3290065231","Prochaska Lukas","","","","FAT Client","0","0","0","0"
"K-00002615","MS-X3290065236","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002622","MS-X3290065213","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002620","MS-X3290065224","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002665","MS-00E079YT2","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002663","MS-00E077LN6","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002666","MS-00E081YW5","DevOpsE Lager (1.OG-017)","","","","FAT Client","0","0","0","0"
"K-00002664","MS-00E078BV4","E111 - Elektrische Größen (TP-022)","","","","FAT Client","0","0","0","0"
"K-00002585","MS-00E080A87","E111 - Elektrische Größen (TP-022)","","","","FAT Client","0","0","0","0"
"K-00002454","W003-E2-M-N42","Loewit Moritz","","","","Laptop","0","0","0","0"
"K-00005505","EGAGISTASK-01","Koller Josef","GIS - EGA Geodaten-Portal","Supporting Services","Business","Server","31","96","421888","33898"
"K-00005522","G6testv-06","Putz Maximilian","Testing G6","Development","Delivery","Server","1","4","32768","570"
"K-00005523","RZV-ADSF-02","Fahrngruber Lukas","Active Directory (AD)","Network","Infrastructure","Server","14","24","65536","1136"
"K-00005852","RZV-EXTHOP-02","Bijelic Leon","EnterpriseServicePortal (ESP)","Application","Platform","Server","12","30","253952","1966"
"K-00005853","ESPADM-02","Bijelic Leon","EnterpriseServicePortal (ESP)","Application","Platform","Server","12","30","253952","1966"
"K-00005854","RZV-MCOBRA-01","Eger Alexander","IT-Betrieb  ","Operations","Delivery","Server","6","11","23040","195"
"K-00005855","RZV-EVT-01","Hawel Reinhard","Active Directory (AD)","Network","Infrastructure","Server","14","24","65536","1136"
"K-00005017","CPPM11","CPPM11","Netzwerkmanagement","Network","Infrastructure","Server","4","20","43008","2213"
"K-00005018","CPPM12","CPPM12","Netzwerkmanagement","Network","Infrastructure","Server","4","20","43008","2213"
"K-00005031","fpgw01","fpgw01","Webzugang Kontrolle (Webseiten Filter)","Communication & Collaboration","Workplace","Server","3","16","53248","1067"
"K-00005032","fpgw02","fpgw02","Webzugang Kontrolle (Webseiten Filter)","Communication & Collaboration","Workplace","Server","3","16","53248","1067"
"K-00005056","nessus-01","nessus-01","IT Security Beratung","Security and Compliance","Delivery","Server","5","16","45056","880"
"K-00005138","RZV-ONV-01","","","","","Server","0","0","0","0"
"K-00005173","AC-PU-01.temp","","","","","Server","0","0","0","0"
"K-00005176","KFS-Template","Püler Christoph","","","","Server","0","0","0","0"
"K-00005179","OVBACKUP-01","Dientl Franz","Server","Compute","Infrastructure","Server","4","6","36864","287"
"K-00005180","PUKO-Test","Lemmerer Johannes","PUKO - Punzierungskontrolle","Application","Platform","Server","4","12","28672","965"
"K-00005075","RZ2-JIR-01","","","","","Server","0","0","0","0"
"K-00005187","RZV-IMD-01-res","Koller Josef","GIS - EGA Geodaten-Portal","Supporting Services","Business","Server","31","96","421888","33898"
"K-00005000","BTUGIT-1","Macho Werner","Gitlab intern","Development","Delivery","Server","3","7","24576","1020"
"K-00005068","RZ1-BTUGWS-01","Gammer Harald","","","","Server","0","0","0","0"
"K-00005070","RZ1-ETUIMD-01","Koller Josef","GIS - EGA Geodaten-Portal","Supporting Services","Business","Server","31","96","421888","33898"
"K-00005073","RZ2-ETUZLH-01","Koller Josef","Luftfahrtshindernisregister (ZLHR)","Business Services","Business","Server","8","15","24576","295"
"K-00005074","RZ2-ETUGES-01","Koller Josef","GIS - EGA Geodaten-Portal","Supporting Services","Business","Server","31","96","421888","33898"
"K-00005076","RZ2-SCM-01","Födinger Martin","OpenText ContentServer","Data","Platform","Server","14","24","98304","8197"
"K-00005126","RZV-GSWMS-03","Jobst Markus","RasterdatenEngine (RDE)","Supporting Services","Business","Server","11","36","116736","12911"
"K-00005127","RZV-GSWMS-04","Jobst Markus","RasterdatenEngine (RDE)","Supporting Services","Business","Server","11","36","116736","12911"
"W001-GA-B-N07","","","","","","Laptop","0","0","0","0"
"D001-V2-2-M12","","","","","","Drucker","0","0","0","0"
"K-00005033","GEUVW10-01","Peter Strobl","","","","Server","0","0","0","0"
"K-00005034","GEUVW10-02","Reitsamer Christa","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00005035","GEUVW10-03","Bernhard Pfeiffer","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00005036","GEUVW10-04","Reitsamer Christa","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00005037","GEUVW10-05","Sturm Volker","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00005038","GEUVW10-06","Sturm Volker","Kataster Führung","Business Services","Business","Server","8","17","78848","514"
"K-00005039","GEUVW10-07","Bauer Florian","","","","Server","0","0","0","0"
"K-00005041","GEUVW10-08","Sturm Volker","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00005188","w10testgre","Püler Christoph","","","","Server","0","0","0","0"
"K-00005189","w10testgre-2","Püler Christoph","","","","Server","0","0","0","0"
"K-00005185","RZV-ETUFIL-01old","Koller Josef","GIS - EGA Geodaten-Portal","Supporting Services","Business","Server","31","96","421888","33898"
"K-00005174","DHCP-02old","DHCP-02old","","","","Server","0","0","0","0"
"K-00005184","RZV-BTUXIG-01B","Sezka Wolfgang","Strukturierter Plan (STP)","Supporting Services","Business","Server","6","18","40960","565"
"K-00005181","RZ0-FIL-90","","","","","Server","0","0","0","0"
"K-00005186","RZV-ETUWBC-01n","Pock Herfried","Geocodierung und GIP (GEC)","Business Services","Business","Server","8","12","30720","301"
"K-00005172","DHCP-01","DHCP-01","IT-Betrieb  ","Operations","Delivery","Server","6","11","23040","195"
"K-00005182","RZ1-XIG-01N","Sezka Wolfgang","","","","Server","0","0","0","0"
"K-00005183","RZ2-XIG-01N","Sezka Wolfgang","","","","Server","0","0","0","0"
"K-00005019","CTXNSX-02","","","","","Server","0","0","0","0"
"K-00005162","vdinsxm V-Adresse","","","","","Server","0","0","0","0"
"K-00005163","vdinsxm-01","","VMWare Clients","Compute","Infrastructure","Server","14","42","161792","4009"
"K-00005164","vdinsxm-02","","VMWare Clients","Compute","Infrastructure","Server","14","42","161792","4009"
"K-00005165","vdinsxm-03","","VMWare Clients","Compute","Infrastructure","Server","14","42","161792","4009"
"K-00005166","vdinsxm-04","","","","","Server","0","0","0","0"
"K-00005022","EMCLOUD-01","Martin Knoll","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005087","RZV-BAL-01","Knoll Martin","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005098","RZV-BEUBAL-01","Martin Knoll ","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005113","RZV-COM-01","Martin Knoll ","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005114","RZV-COM-02","Martin Knoll ","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005130","RZV-KMO-01","Martin Knoll ","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005150","RZV-VTUKMO-01","Martin Knoll","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005004","BTUKMORC-01","Wendl Elena","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005052","KMORC-01","Wendl Elena","Oracle-DB Plattform","Data","Platform","Server","32","72","898048","171455"
"K-00005086","RZV-ARC-01-neu","Födinger Martin","OpenText ContentServer","Data","Platform","Server","14","24","98304","8197"
"K-00005134","RZV-NBSNAP-01","Födinger Martin","Backup & Restore","Data","Platform","Server","1","4","16384","256"
"K-00005027","ETU-EGAELK-02","Koller Josef","","","","Server","0","0","0","0"
"K-00005029","ETU-HVV-01","Koller Josef","High-Value-Vector Data (HVV)","Supporting Services","Business","Server","8","84","212992","13846"
"K-00002874","BTUVDE-4","BEV System","Österreichischer Kataster Informationsportal","Business Services","Business","Server","12","34","67584","1313"
"K-00002875","BTUVDE-5","BEV System","Österreichischer Kataster Informationsportal","Business Services","Business","Server","12","34","67584","1313"
"K-00002876","BTUVDE-6","BEV System","Österreichischer Kataster Informationsportal","Business Services","Business","Server","12","34","67584","1313"
"K-00002877","BTUVDE-7","BEV System","Österreichischer Kataster Informationsportal","Business Services","Business","Server","12","34","67584","1313"
"K-00002878","BTUVDE-8","BEV System","Österreichischer Kataster Informationsportal","Business Services","Business","Server","12","34","67584","1313"
"K-00002887","DB2GIS-01","BEV System","","","","Server","0","0","0","0"
"K-00004954","AMAP-1","Gammer Harald","Austrian Map","Business Services","Business","Server","4","12","18432","622"
"K-00002981","AMAP-2","Gammer Harald","Austrian Map","Business Services","Business","Server","4","12","18432","622"
"K-00004958","APOS-EXT-CAS-04","","","","","Server","0","0","0","0"
"K-00004966","AST-03","Gammer Harald","AFS DB-Check (DBC)","Supporting Services","Business","Server","2","2","8192","84"
"K-00004970","BEUCIO-01","Mikula Christoph","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00004973","BEUCLX-12","Pircher Ciara","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00004974","BEUCLX-15","Loitzenbauer Christoph","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
"K-00004975","BEUCLX-16","Klaus Freitag","Wissensmanagement BEV IT","Development","Delivery","Server","0","0","0","0"
